InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
552277,23184,BULL DOG BOTTLE OPENER,1,2011-05-08 12:34:00,4.95,13642,United Kingdom,4.95
580677,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-12-05 14:40:00,3.29,16200,United Kingdom,6.58
568780,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-09-29 08:27:00,2.95,18235,United Kingdom,35.400000000000006
555284,23168,CLASSIC CAFE SUGAR DISPENSER,36,2011-06-02 09:37:00,1.04,14298,United Kingdom,37.44
564359,22972,CHILDREN'S SPACEBOY MUG,4,2011-08-24 16:02:00,1.65,14056,United Kingdom,6.6
574699,22568,FELTCRAFT CUSHION OWL,4,2011-11-06 13:53:00,3.75,13040,United Kingdom,15.0
550332,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-04-17 13:53:00,12.75,13474,United Kingdom,12.75
562888,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-10 11:58:00,2.08,14388,United Kingdom,20.8
562852,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 10:12:00,4.95,13050,United Kingdom,14.850000000000001
577472,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-20 11:28:00,1.25,14503,United Kingdom,15.0
552811,22431,WATERING CAN BLUE ELEPHANT,6,2011-05-11 12:43:00,1.95,17677,United Kingdom,11.7
545918,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,48,2011-03-08 11:55:00,2.55,16917,United Kingdom,122.39999999999999
572103,21354,TOAST ITS - BEST MUM,1,2011-10-20 15:57:00,1.25,17571,United Kingdom,1.25
549715,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-04-11 14:40:00,0.83,13203,United Kingdom,9.959999999999999
549569,22148,EASTER CRAFT 4 CHICKS ,3,2011-04-10 15:15:00,1.95,15547,United Kingdom,5.85
549233,21700,BIG DOUGHNUT FRIDGE MAGNETS,72,2011-04-07 11:06:00,0.85,14912,Italy,61.199999999999996
551134,85199L,LARGE HANGING IVORY & RED WOOD BIRD,20,2011-04-26 13:02:00,0.65,16729,United Kingdom,13.0
546062,22229,BUNNY WOODEN PAINTED WITH FLOWER ,6,2011-03-09 10:51:00,0.85,16221,United Kingdom,5.1
579404,21479,WHITE SKULL HOT WATER BOTTLE ,4,2011-11-29 12:21:00,4.25,14126,United Kingdom,17.0
564727,22629,SPACEBOY LUNCH BOX ,1,2011-08-28 12:31:00,1.95,16686,United Kingdom,1.95
570420,21155,RED RETROSPOT PEG BAG,1,2011-10-10 13:33:00,2.55,17841,United Kingdom,2.55
558761,22631,CIRCUS PARADE LUNCH BOX ,1,2011-07-03 12:52:00,1.95,15033,United Kingdom,1.95
566607,23154,SET OF 4 JAM JAR MAGNETS,12,2011-09-13 16:40:00,2.08,13032,United Kingdom,24.96
550332,85049G,CHOCOLATE BOX RIBBONS ,2,2011-04-17 13:53:00,1.25,13474,United Kingdom,2.5
562968,22536,MAGIC DRAWING SLATE PURDEY,24,2011-08-11 10:55:00,0.42,14291,United Kingdom,10.08
540493,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-01-07 16:34:00,2.95,14867,United Kingdom,23.6
552253,22384,LUNCH BAG PINK POLKADOT,10,2011-05-08 10:20:00,1.65,14201,United Kingdom,16.5
574656,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,2011-11-06 11:36:00,4.25,16434,United Kingdom,8.5
539826,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-22 12:39:00,1.45,15044,United Kingdom,17.4
575838,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-11 11:38:00,4.95,13999,United Kingdom,19.8
547063,21905,MORE BUTTER METAL SIGN ,1,2011-03-20 13:33:00,2.1,14769,United Kingdom,2.1
561321,21539,RED RETROSPOT BUTTER DISH,1,2011-07-26 12:59:00,4.95,13668,United Kingdom,4.95
569136,23188,VINTAGE  2 METER FOLDING RULER,2,2011-09-30 14:41:00,1.65,15834,United Kingdom,3.3
578531,23350,ROLL WRAP VINTAGE SPOT ,1,2011-11-24 14:40:00,1.25,17364,United Kingdom,1.25
569866,23437, 50'S CHRISTMAS GIFT BAG LARGE,20,2011-10-06 14:50:00,1.25,12757,Portugal,25.0
581191,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-12-07 16:56:00,2.1,17449,United Kingdom,2.1
572552,21985,PACK OF 12 HEARTS DESIGN TISSUES ,7,2011-10-24 17:07:00,0.83,14096,United Kingdom,5.81
574663,23395,BELLE JARDINIERE CUSHION COVER,1,2011-11-06 12:04:00,3.75,13527,United Kingdom,3.75
565613,22193,RED DINER WALL CLOCK,1,2011-09-05 15:19:00,8.5,13744,United Kingdom,8.5
580727,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-12-05 17:17:00,5.79,14096,United Kingdom,5.79
542231,22556,PLASTERS IN TIN CIRCUS PARADE ,4,2011-01-26 13:40:00,1.65,16714,United Kingdom,6.6
561870,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-07-31 11:45:00,0.55,14911,EIRE,13.200000000000001
574833,22696,WICKER WREATH LARGE,6,2011-11-07 11:29:00,1.95,12827,United Kingdom,11.7
569573,23493,VINTAGE DOILY TRAVEL SEWING KIT,200,2011-10-05 10:11:00,1.65,17511,United Kingdom,330.0
572726,23355,HOT WATER BOTTLE KEEP CALM,1,2011-10-25 15:19:00,4.95,16056,United Kingdom,4.95
571656,23200,JUMBO BAG PEARS,5,2011-10-18 12:43:00,2.08,16393,United Kingdom,10.4
559824,23183,MOTHER'S KITCHEN SPOON REST ,2,2011-07-12 17:23:00,3.75,17576,United Kingdom,7.5
565766,23239,SET OF 4 KNICK KNACK TINS POPPIES,3,2011-09-06 14:23:00,4.15,17841,United Kingdom,12.450000000000001
577296,84927F,PSYCHEDELIC TILE HOOK,1,2011-11-18 12:47:00,0.39,17286,United Kingdom,0.39
538827,22701,PINK DOG BOWL,24,2010-12-14 12:59:00,0.85,14298,United Kingdom,20.4
564719,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,1,2011-08-28 11:55:00,0.85,15325,United Kingdom,0.85
555573,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-06-05 15:46:00,1.65,15349,United Kingdom,9.899999999999999
556051,21927,BLUE/CREAM STRIPE CUSHION COVER ,6,2011-06-08 13:09:00,1.25,13742,United Kingdom,7.5
555583,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-06-06 09:03:00,7.95,13534,United Kingdom,15.9
540268,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2011-01-06 11:25:00,5.45,13458,United Kingdom,16.35
573331,23303,SET 4 PICNIC CUTLERY FONDANT,2,2011-10-30 11:25:00,1.95,15860,United Kingdom,3.9
549916,22854,CREAM SWEETHEART EGG HOLDER,4,2011-04-13 09:39:00,4.95,13717,United Kingdom,19.8
566869,23445,ICE CREAM BUBBLES,20,2011-09-15 13:20:00,0.83,13658,United Kingdom,16.599999999999998
564378,23345, DOLLY GIRL BEAKER,12,2011-08-25 10:26:00,1.25,12417,Belgium,15.0
573153,22616,PACK OF 12 LONDON TISSUES ,120,2011-10-28 07:39:00,0.39,12678,France,46.800000000000004
568051,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-09-23 12:40:00,8.25,18189,United Kingdom,16.5
576339,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,5,2011-11-14 15:27:00,8.29,14096,United Kingdom,41.449999999999996
567128,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,2011-09-16 14:04:00,0.85,18055,United Kingdom,13.6
561798,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-29 13:39:00,2.95,14911,EIRE,35.400000000000006
566581,85152,HAND OVER THE CHOCOLATE   SIGN ,5,2011-09-13 13:47:00,2.1,16081,United Kingdom,10.5
569236,35964,FOLKART CLIP ON STARS,4,2011-10-02 15:49:00,0.39,14432,United Kingdom,1.56
559297,84992,72 SWEETHEART FAIRY CAKE CASES,12,2011-07-07 12:36:00,0.55,16743,United Kingdom,6.6000000000000005
550477,22499,WOODEN UNION JACK BUNTING,2,2011-04-18 14:01:00,5.95,17338,United Kingdom,11.9
547722,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-03-25 10:19:00,1.65,12553,France,13.2
579153,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-11-28 13:26:00,1.65,12660,France,19.799999999999997
570337,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,2011-10-10 12:23:00,1.45,16688,United Kingdom,17.4
540473,22427,ENAMEL FLOWER JUG CREAM,2,2011-01-07 14:31:00,5.95,17284,United Kingdom,11.9
554030,23172,REGENCY TEA PLATE PINK,12,2011-05-20 13:56:00,1.65,16497,United Kingdom,19.799999999999997
580672,22483,RED GINGHAM TEDDY BEAR ,5,2011-12-05 14:29:00,2.95,17920,United Kingdom,14.75
551776,21172,PARTY METAL SIGN ,5,2011-05-04 11:23:00,1.45,13268,United Kingdom,7.25
569474,21918,SET 12 KIDS COLOUR  CHALK STICKS,3,2011-10-04 12:39:00,0.42,14178,United Kingdom,1.26
544286,22804,CANDLEHOLDER PINK HANGING HEART,4,2011-02-17 12:29:00,2.95,13151,United Kingdom,11.8
577026,23082,SET 6 PAPER TABLE LANTERN HEARTS ,24,2011-11-17 12:55:00,3.75,17237,United Kingdom,90.0
575154,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-11-08 16:15:00,6.25,12395,Belgium,12.5
560504,23163,REGENCY SUGAR TONGS,8,2011-07-19 11:47:00,2.49,13081,United Kingdom,19.92
569262,23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,2011-10-03 11:36:00,1.25,14815,United Kingdom,20.0
566451,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-09-12 16:14:00,5.95,18069,United Kingdom,5.95
563100,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-08-12 09:57:00,2.55,12381,Norway,15.299999999999999
566364,22741,FUNKY DIVA PEN,48,2011-09-12 12:32:00,0.85,15253,United Kingdom,40.8
576642,85066,CREAM SWEETHEART MINI CHEST,2,2011-11-16 09:59:00,12.75,12963,United Kingdom,25.5
564557,20726,LUNCH BAG WOODLAND,10,2011-08-25 19:55:00,1.65,17576,United Kingdom,16.5
547772,22286,"DECORATION , WOBBLY RABBIT , METAL ",2,2011-03-25 11:34:00,1.65,17979,United Kingdom,3.3
556517,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-06-13 10:52:00,4.15,12481,Germany,16.6
542000,22148,EASTER CRAFT 4 CHICKS ,12,2011-01-25 10:49:00,1.95,14257,United Kingdom,23.4
578941,21615,4 LAVENDER BOTANICAL DINNER CANDLES,4,2011-11-27 13:26:00,1.25,16024,United Kingdom,5.0
573337,48188,DOORMAT WELCOME PUPPIES,10,2011-10-30 11:42:00,7.08,17018,United Kingdom,70.8
573576,22561,WOODEN SCHOOL COLOURING SET,1,2011-10-31 14:09:00,3.29,14096,United Kingdom,3.29
542237,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2011-01-26 14:30:00,2.95,12347,Iceland,17.700000000000003
541213,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1,2011-01-14 13:28:00,3.75,15033,United Kingdom,3.75
561512,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2011-07-27 15:09:00,2.1,14534,United Kingdom,2.1
550347,82600,NO SINGING METAL SIGN,12,2011-04-18 09:33:00,2.1,14227,United Kingdom,25.200000000000003
566932,21684,SMALL MEDINA STAMPED METAL BOWL ,12,2011-09-15 15:29:00,0.85,17576,United Kingdom,10.2
562439,23203,JUMBO BAG DOILEY PATTERNS,300,2011-08-04 18:06:00,1.79,12931,United Kingdom,537.0
566091,15044D,RED PAPER PARASOL,1,2011-09-09 10:37:00,2.95,17870,United Kingdom,2.95
560120,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-07-15 10:27:00,4.15,14907,United Kingdom,33.2
574889,23313,VINTAGE CHRISTMAS BUNTING,15,2011-11-07 14:22:00,4.95,16353,United Kingdom,74.25
574592,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,2011-11-06 10:49:00,8.5,14820,United Kingdom,17.0
556733,22355,CHARLOTTE BAG SUKI DESIGN,3,2011-06-14 11:53:00,0.85,16919,United Kingdom,2.55
571670,22982,PANTRY PASTRY BRUSH,12,2011-10-18 13:12:00,1.25,12611,Italy,15.0
546850,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-03-17 13:20:00,1.25,13268,United Kingdom,7.5
544476,23003,TRAVEL CARD WALLET VINTAGE ROSE ,6,2011-02-21 09:58:00,0.42,14796,United Kingdom,2.52
540414,22986,GINGHAM ROSE WRAP,25,2011-01-07 10:32:00,0.42,12481,Germany,10.5
566872,22273,FELTCRAFT DOLL MOLLY,1,2011-09-15 13:28:00,2.95,16729,United Kingdom,2.95
554275,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-05-23 13:17:00,3.75,14903,United Kingdom,15.0
562454,84509C,SET OF 4 POLKADOT PLACEMATS ,4,2011-08-05 10:31:00,3.75,15128,United Kingdom,15.0
564145,22470,HEART OF WICKER LARGE,6,2011-08-23 12:18:00,2.95,14329,United Kingdom,17.700000000000003
541214,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2011-01-14 13:41:00,5.45,15570,United Kingdom,16.35
541018,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-01-13 12:03:00,4.25,14978,United Kingdom,4.25
575195,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-11-09 09:40:00,2.95,16767,United Kingdom,35.400000000000006
540647,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-01-10 14:57:00,1.25,17406,United Kingdom,7.5
566451,16248B,BLUE HOLE PUNCH,2,2011-09-12 16:14:00,1.25,18069,United Kingdom,2.5
573390,22865,HAND WARMER OWL DESIGN,12,2011-10-30 14:53:00,2.1,17213,United Kingdom,25.200000000000003
545914,20682,RED RETROSPOT CHILDRENS UMBRELLA,60,2011-03-08 11:39:00,2.75,13340,United Kingdom,165.0
575787,21882,SKULLS TAPE,12,2011-11-11 11:18:00,0.65,12518,Germany,7.800000000000001
555851,22276,WASH BAG VINTAGE ROSE PAISLEY,2,2011-06-07 13:37:00,2.55,13050,United Kingdom,5.1
575036,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-08 11:45:00,1.65,15249,United Kingdom,16.5
567104,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-09-16 13:33:00,1.25,15975,United Kingdom,10.0
558702,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-07-01 12:45:00,0.42,12748,United Kingdom,0.42
578757,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-11-25 11:41:00,2.49,12748,United Kingdom,2.49
570888,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-13 10:26:00,1.25,17509,United Kingdom,15.0
546685,22429,ENAMEL MEASURING JUG CREAM,4,2011-03-16 09:52:00,4.25,15687,United Kingdom,17.0
537359,22926,IVORY GIANT GARDEN THERMOMETER,2,2010-12-06 12:30:00,5.95,14825,United Kingdom,11.9
575507,22625,RED KITCHEN SCALES,2,2011-11-10 10:32:00,8.5,17197,United Kingdom,17.0
549721,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-04-11 15:35:00,1.25,14911,EIRE,15.0
575482,85034C,3 ROSE MORRIS BOXED CANDLES,5,2011-11-09 16:33:00,1.25,15916,United Kingdom,6.25
581414,21137,BLACK RECORD COVER FRAME,1,2011-12-08 14:39:00,3.75,14730,United Kingdom,3.75
564734,21059,PARTY INVITES DINOSAURS,8,2011-08-28 13:32:00,0.85,12484,Spain,6.8
574962,22865,HAND WARMER OWL DESIGN,24,2011-11-08 10:26:00,2.1,15194,United Kingdom,50.400000000000006
578312,23429,RED RETRO KITCHEN WALL CLOCK,2,2011-11-23 16:24:00,8.15,14032,United Kingdom,16.3
550359,22468,BABUSHKA LIGHTS STRING OF 10,1,2011-04-18 10:41:00,6.75,17841,United Kingdom,6.75
542276,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-01-27 10:19:00,2.55,12764,Lebanon,15.299999999999999
580902,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2011-12-06 12:50:00,2.55,13881,United Kingdom,204.0
567504,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-09-20 14:33:00,1.25,13356,United Kingdom,15.0
544909,22783,SET 3 WICKER OVAL BASKETS W LIDS,8,2011-02-24 14:32:00,7.95,14298,United Kingdom,63.6
552290,23202,JUMBO BAG VINTAGE LEAF,1,2011-05-08 13:32:00,2.08,16007,United Kingdom,2.08
571286,17021,NAMASTE SWAGAT INCENSE,6,2011-10-16 14:35:00,0.3,14547,United Kingdom,1.7999999999999998
568712,21927,BLUE/CREAM STRIPE CUSHION COVER ,3,2011-09-28 15:50:00,1.25,17841,United Kingdom,3.75
554096,21750,LARGE SKULL WINDMILL,6,2011-05-22 12:51:00,2.1,14921,United Kingdom,12.600000000000001
558035,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-06-24 12:30:00,4.95,15258,United Kingdom,14.850000000000001
578094,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-11-22 17:23:00,2.08,16261,United Kingdom,8.32
548732,21931,JUMBO STORAGE BAG SUKI,10,2011-04-04 10:16:00,1.95,16142,United Kingdom,19.5
553673,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-18 12:46:00,1.25,16814,United Kingdom,15.0
565994,23170,REGENCY TEA PLATE ROSES ,2,2011-09-08 11:46:00,1.65,13244,United Kingdom,3.3
570168,23077,DOUGHNUT LIP GLOSS ,20,2011-10-07 14:05:00,1.25,17596,United Kingdom,25.0
566448,22469,HEART OF WICKER SMALL,12,2011-09-12 16:06:00,1.65,14897,United Kingdom,19.799999999999997
567182,23127,FELTCRAFT GIRL NICOLE KIT,1,2011-09-18 15:21:00,4.95,13334,United Kingdom,4.95
560049,22852,DOG BOWL VINTAGE CREAM,4,2011-07-14 15:03:00,4.25,14857,United Kingdom,17.0
561583,22393,PAPERWEIGHT VINTAGE COLLAGE,6,2011-07-28 10:33:00,2.55,13813,Germany,15.299999999999999
549681,84050,PINK HEART SHAPE EGG FRYING PAN,12,2011-04-11 13:19:00,1.65,13881,United Kingdom,19.799999999999997
564843,23009,I LOVE LONDON BABY GIFT SET,1,2011-08-30 14:09:00,16.95,15866,United Kingdom,16.95
559297,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-07-07 12:36:00,0.55,16743,United Kingdom,13.200000000000001
572994,22594,CHRISTMAS GINGHAM TREE,12,2011-10-27 11:10:00,0.85,17684,United Kingdom,10.2
543736,22508,DOORSTOP RETROSPOT HEART,3,2011-02-11 12:36:00,3.75,15044,United Kingdom,11.25
537375,21986,PACK OF 12 PINK POLKADOT TISSUES,1,2010-12-06 12:55:00,0.29,17019,United Kingdom,0.29
573145,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2011-10-27 18:02:00,3.75,18219,United Kingdom,15.0
573485,23323,WHITE WICKER STAR ,1,2011-10-31 11:37:00,2.1,15752,United Kingdom,2.1
580272,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-12-02 12:52:00,4.25,15547,United Kingdom,4.25
574084,23090,VINTAGE GLASS T-LIGHT HOLDER,36,2011-11-02 17:09:00,0.83,14528,United Kingdom,29.88
574304,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-11-03 16:30:00,1.25,14428,United Kingdom,1.25
571864,21533,RETROSPOT LARGE MILK JUG,12,2011-10-19 13:49:00,4.25,12731,France,51.0
562792,21174,POTTERING IN THE SHED METAL SIGN,3,2011-08-09 14:18:00,2.08,17634,United Kingdom,6.24
577549,22356,CHARLOTTE BAG PINK POLKADOT,5,2011-11-20 15:00:00,0.85,17841,United Kingdom,4.25
573076,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,20,2011-10-27 14:05:00,0.85,13488,United Kingdom,17.0
563730,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-08-18 17:43:00,0.83,14221,United Kingdom,9.959999999999999
576339,23089,GLASS BON BON JAR,3,2011-11-14 15:27:00,3.29,14096,United Kingdom,9.870000000000001
568212,84877D,BLUE ROUND COMPACT MIRROR,1,2011-09-25 16:05:00,1.25,15154,United Kingdom,1.25
560885,22045,SPACEBOY GIFT WRAP,25,2011-07-21 16:20:00,0.42,16188,United Kingdom,10.5
549958,21499,BLUE POLKADOT WRAP,25,2011-04-13 13:47:00,0.42,17589,United Kingdom,10.5
542276,22854,CREAM SWEETHEART EGG HOLDER,8,2011-01-27 10:19:00,4.95,12764,Lebanon,39.6
568346,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-09-26 15:28:00,2.46,14096,United Kingdom,2.46
571441,22675,FRENCH KITCHEN SIGN BLUE METAL,1,2011-10-17 13:31:00,2.46,14096,United Kingdom,2.46
570409,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-10-10 13:03:00,1.65,12682,France,19.799999999999997
557474,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-20 13:29:00,1.25,12432,Norway,15.0
566291,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-09-11 15:31:00,4.25,12965,United Kingdom,17.0
547252,21174,POTTERING IN THE SHED METAL SIGN,12,2011-03-22 10:13:00,2.08,13900,United Kingdom,24.96
549538,11001,ASSTD DESIGN RACING CAR PEN,3,2011-04-08 17:25:00,1.69,17961,United Kingdom,5.07
580308,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-02 14:30:00,4.95,14250,United Kingdom,19.8
549575,84452,METAL RABBIT LADDER EASTER ,1,2011-04-10 16:04:00,0.85,13956,United Kingdom,0.85
569129,22846,BREAD BIN DINER STYLE RED ,2,2011-09-30 13:40:00,16.95,15034,United Kingdom,33.9
575187,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-11-09 09:06:00,0.42,16759,United Kingdom,10.5
550332,21246,RED RETROSPOT BIG BOWL,1,2011-04-17 13:53:00,4.95,13474,United Kingdom,4.95
578515,22156,HEART DECORATION WITH PEARLS ,3,2011-11-24 13:40:00,0.85,16885,United Kingdom,2.55
567085,21990,MODERN FLORAL STATIONERY SET,12,2011-09-16 12:38:00,1.25,12434,Australia,15.0
569218,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,2011-10-02 12:47:00,4.25,15952,United Kingdom,4.25
553843,POST,POSTAGE,2,2011-05-19 12:29:00,18.0,12553,France,36.0
545037,48173C,DOORMAT BLACK FLOCK ,2,2011-02-27 10:02:00,7.95,14532,United Kingdom,15.9
554654,22960,JAM MAKING SET WITH JARS,6,2011-05-25 13:34:00,4.25,12815,Poland,25.5
548496,22551,PLASTERS IN TIN SPACEBOY,96,2011-03-31 13:40:00,1.45,12678,France,139.2
578260,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,20,2011-11-23 13:15:00,0.82,17469,United Kingdom,16.4
571920,20668,DISCO BALL CHRISTMAS DECORATION,48,2011-10-19 16:16:00,0.12,14799,United Kingdom,5.76
557350,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-06-20 10:41:00,4.95,16670,United Kingdom,14.850000000000001
553861,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-05-19 13:58:00,8.25,13591,United Kingdom,16.5
538248,85114A,BLACK ENCHANTED FOREST PLACEMAT,2,2010-12-10 12:14:00,1.65,18116,United Kingdom,3.3
571486,23550,WRAP ALPHABET POSTER  ,25,2011-10-17 14:59:00,0.42,17612,United Kingdom,10.5
543907,22937,BAKING MOULD CHOCOLATE CUPCAKES,4,2011-02-14 12:16:00,2.55,17346,United Kingdom,10.2
570030,22437,SET OF 9 BLACK SKULL BALLOONS,40,2011-10-07 10:44:00,0.85,12740,France,34.0
578677,48111,DOORMAT 3 SMILEY CATS,2,2011-11-24 19:30:00,8.25,15750,United Kingdom,16.5
580526,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-12-04 15:18:00,2.95,16535,United Kingdom,17.700000000000003
572617,23081,GREEN METAL BOX ARMY SUPPLIES,2,2011-10-25 11:52:00,8.25,18272,United Kingdom,16.5
547108,22457,NATURAL SLATE HEART CHALKBOARD ,8,2011-03-21 11:36:00,2.95,14659,United Kingdom,23.6
551385,22916,HERB MARKER THYME,6,2011-04-28 11:38:00,0.65,16814,United Kingdom,3.9000000000000004
578068,20758,ABSTRACT CIRCLES POCKET BOOK,3,2011-11-22 15:45:00,0.85,14505,United Kingdom,2.55
579473,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-11-29 15:17:00,0.85,13198,United Kingdom,10.2
563073,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-08-11 15:56:00,2.1,18235,United Kingdom,12.600000000000001
541801,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2011-01-21 14:39:00,1.95,15235,United Kingdom,11.7
577726,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,8,2011-11-21 12:40:00,7.95,15676,United Kingdom,63.6
561284,22294,HEART FILIGREE DOVE  SMALL,24,2011-07-26 12:24:00,1.25,16818,United Kingdom,30.0
570726,22498,WOODEN REGATTA BUNTING,3,2011-10-12 11:32:00,5.95,16607,United Kingdom,17.85
541115,21260,FIRST AID TIN,6,2011-01-13 15:34:00,3.25,12578,Italy,19.5
574660,21809,CHRISTMAS HANGING TREE WITH BELL,4,2011-11-06 11:55:00,0.39,15407,United Kingdom,1.56
563071,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-11 15:43:00,2.95,17633,United Kingdom,17.700000000000003
571899,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,2011-10-19 14:22:00,0.39,16885,United Kingdom,0.39
545004,22855,FINE WICKER HEART ,12,2011-02-25 12:48:00,1.25,13753,United Kingdom,15.0
568058,22386,JUMBO BAG PINK POLKADOT,10,2011-09-23 12:58:00,2.08,18188,United Kingdom,20.8
565649,22842,BISCUIT TIN VINTAGE RED,2,2011-09-05 16:27:00,6.75,16712,United Kingdom,13.5
577495,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-11-20 12:20:00,0.85,14704,United Kingdom,0.85
575091,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-08 14:05:00,0.29,17160,United Kingdom,6.959999999999999
556778,22625,RED KITCHEN SCALES,1,2011-06-14 12:41:00,8.5,16712,United Kingdom,8.5
568319,21623,VINTAGE UNION JACK MEMOBOARD,48,2011-09-26 13:35:00,8.5,17389,United Kingdom,408.0
554376,20728,LUNCH BAG CARS BLUE,1,2011-05-24 11:31:00,1.65,15719,United Kingdom,1.65
556112,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-09 09:28:00,1.25,13265,United Kingdom,15.0
546158,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-10 09:30:00,2.95,13899,United Kingdom,17.700000000000003
572921,23542,WALL ART 70'S ALPHABET ,1,2011-10-26 16:57:00,8.25,15993,United Kingdom,8.25
581310,23469,CARD HOLDER LOVE BIRD SMALL,2,2011-12-08 11:43:00,4.15,16442,United Kingdom,8.3
543123,21930,JUMBO STORAGE BAG SKULLS,10,2011-02-03 14:08:00,1.95,18178,United Kingdom,19.5
578028,22274,FELTCRAFT DOLL EMILY,1,2011-11-22 13:30:00,2.95,17371,United Kingdom,2.95
537463,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2010-12-07 10:08:00,2.55,12681,France,15.299999999999999
